festival_id,festival_slug,festival_name,destination,state,month_num,month_name,approximate_date,footage_family,has_real_footage,prompt_grounding,celebration,full_video_prompt,negative_prompt,reference_image_url,page_url_en
ef0324e9-c7ac-4c7d-a579-3b1e3f169890,tulip-festival,Tulip Festival,Srinagar,jammu kashmir,4,April,Late March / April (2 weeks),flower-bloom,no,db-description,Asia's largest tulip garden — 1.5 million tulips in 60+ varieties below the Zabarwan hills.,"Cinematic documentary-style video, 16:9, 6–8 seconds, authentic real-footage look, of the Tulip Festival as celebrated in Srinagar, Jammu Kashmir. Celebration: Asia's largest tulip garden — 1.5 million tulips in 60+ varieties below the Zabarwan hills.. Key visuals: vast geometric beds of blooming flowers, visitors strolling the gardens, colour as far as the eye can see. warm pre-summer light; show real people, actual rituals, decorations and crowds with genuine festive energy; vibrant true-to-life colour, natural handheld motion, shallow depth of field. No on-screen text, subtitles, captions, logos or watermarks; no distorted or extra faces/limbs; documentary realism, not cartoonish or AI-looking.","on-screen text, subtitles, captions, watermarks, logos, brand names, distorted faces, extra limbs, cartoonish, CGI sheen, oversaturated, low quality",https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/srinagar.jpg,https://www.nakshiq.com/en/festivals/tulip-festival
3d6ea188-de83-4f5e-845e-e2625cf4a29f,kedarnath-opening,Kedarnath Opening,Kedarnath,uttarakhand,5,May,Late April / Early May,obscure,no,db-description,Temple doors open after 6 months of winter. First darshan of the season. Deity carried back from Ukhimath.,"Cinematic documentary-style video, 16:9, 6–8 seconds, authentic real-footage look, of the Kedarnath Opening festival as celebrated in Kedarnath, Uttarakhand. Celebration: Temple doors open after 6 months of winter. First darshan of the season. Deity carried back from Ukhimath.. bright summer light; show real people, actual rituals, decorations and crowds with genuine festive energy; vibrant true-to-life colour, natural handheld motion, shallow depth of field. No on-screen text, subtitles, captions, logos or watermarks; no distorted or extra faces/limbs; documentary realism, not cartoonish or AI-looking.","on-screen text, subtitles, captions, watermarks, logos, brand names, distorted faces, extra limbs, cartoonish, CGI sheen, oversaturated, low quality",https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/kedarnath.jpg,https://www.nakshiq.com/en/festivals/kedarnath-opening
1f61567d-e5f6-49c1-9628-4aacee232271,fagli-festival-spiti-valley,Fagli Festival,Spiti Valley,himachal pradesh,2,February,February,obscure,no,db-description,"Ancient demon-chasing festival. Masked dancers, bonfires, local chang beer. Zero tourists.","Cinematic documentary-style video, 16:9, 6–8 seconds, authentic real-footage look, of the Fagli Festival as celebrated in Spiti Valley, Himachal Pradesh. Celebration: Ancient demon-chasing festival. Masked dancers, bonfires, local chang beer. Zero tourists.. clear late-winter light; show real people, actual rituals, decorations and crowds with genuine festive energy; vibrant true-to-life colour, natural handheld motion, shallow depth of field. No on-screen text, subtitles, captions, logos or watermarks; no distorted or extra faces/limbs; documentary realism, not cartoonish or AI-looking.","on-screen text, subtitles, captions, watermarks, logos, brand names, distorted faces, extra limbs, cartoonish, CGI sheen, oversaturated, low quality",https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/spiti-valley.jpg,https://www.nakshiq.com/en/festivals/fagli-festival-spiti-valley
5a6599bb-c57d-4c8b-b53c-e72999556bc4,summer-festival-shimla,Summer Festival,Shimla,himachal pradesh,5,May,Late May / June (5 days),obscure,no,db-description,"Celebrity performances, flower shows on the Ridge. Hot air balloons. Evening cultural shows.","Cinematic documentary-style video, 16:9, 6–8 seconds, authentic real-footage look, of the Summer Festival as celebrated in Shimla, Himachal Pradesh. Celebration: Celebrity performances, flower shows on the Ridge. Hot air balloons. Evening cultural shows.. bright summer light; show real people, actual rituals, decorations and crowds with genuine festive energy; vibrant true-to-life colour, natural handheld motion, shallow depth of field. No on-screen text, subtitles, captions, logos or watermarks; no distorted or extra faces/limbs; documentary realism, not cartoonish or AI-looking.","on-screen text, subtitles, captions, watermarks, logos, brand names, distorted faces, extra limbs, cartoonish, CGI sheen, oversaturated, low quality",https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/shimla.jpg,https://www.nakshiq.com/en/festivals/summer-festival-shimla
3468d1e9-cdda-4e4f-87d5-824f93117f4e,kullu-dussehra-manali,Kullu Dussehra,Manali,himachal pradesh,10,October,"October (starts on Vijaya Dashami, lasts 7 days)",dussehra-kullu,no,db-description,"200+ village deities carried in palanquins. Unlike rest of India, Kullu Dussehra STARTS when everyone else's ends.","Cinematic documentary-style video, 16:9, 6–8 seconds, authentic real-footage look, of the Kullu Dussehra as celebrated in Manali, Himachal Pradesh. Celebration: 200+ village deities carried in palanquins. Unlike rest of India, Kullu Dussehra STARTS when everyone else's ends.. Key visuals: hundreds of village deity palanquins converging on the maidan, drummers and horn players, the rath of Raghunath. golden autumn light; show real people, actual rituals, decorations and crowds with genuine festive energy; vibrant true-to-life colour, natural handheld motion, shallow depth of field. No on-screen text, subtitles, captions, logos or watermarks; no distorted or extra faces/limbs; documentary realism, not cartoonish or AI-looking.","on-screen text, subtitles, captions, watermarks, logos, brand names, distorted faces, extra limbs, cartoonish, CGI sheen, oversaturated, low quality",https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/manali.jpg,https://www.nakshiq.com/en/festivals/kullu-dussehra-manali
ac1f435b-60ca-44f8-9a50-4437892bbf4a,paragliding-world-cup,Paragliding World Cup,Bir Billing,himachal pradesh,10,October,October / November,obscure,no,db-description,"International pilots compete in cross-country paragliding from Billing takeoff (2,400m).","Cinematic documentary-style video, 16:9, 6–8 seconds, authentic real-footage look, of the Paragliding World Cup festival as celebrated in Bir Billing, Himachal Pradesh. Celebration: International pilots compete in cross-country paragliding from Billing takeoff (2,400m).. golden autumn light; show real people, actual rituals, decorations and crowds with genuine festive energy; vibrant true-to-life colour, natural handheld motion, shallow depth of field. No on-screen text, subtitles, captions, logos or watermarks; no distorted or extra faces/limbs; documentary realism, not cartoonish or AI-looking.","on-screen text, subtitles, captions, watermarks, logos, brand names, distorted faces, extra limbs, cartoonish, CGI sheen, oversaturated, low quality",https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/bir-billing.jpg,https://www.nakshiq.com/en/festivals/paragliding-world-cup
ea6f708f-0b1d-4808-9763-92207a6747d6,gita-jayanti,Gita Jayanti,Kurukshetra,haryana,12,December,December (Ekadashi of Margashirsha),obscure,no,db-description,Anniversary of when Krishna spoke the Bhagavad Gita. Week-long celebrations at Brahma Sarovar.,"Cinematic documentary-style video, 16:9, 6–8 seconds, authentic real-footage look, of the Gita Jayanti as celebrated in Kurukshetra, Haryana. Celebration: Anniversary of when Krishna spoke the Bhagavad Gita. Week-long celebrations at Brahma Sarovar.. cold winter light, long shadows; show real people, actual rituals, decorations and crowds with genuine festive energy; vibrant true-to-life colour, natural handheld motion, shallow depth of field. No on-screen text, subtitles, captions, logos or watermarks; no distorted or extra faces/limbs; documentary realism, not cartoonish or AI-looking.","on-screen text, subtitles, captions, watermarks, logos, brand names, distorted faces, extra limbs, cartoonish, CGI sheen, oversaturated, low quality",https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/kurukshetra.jpg,https://www.nakshiq.com/en/festivals/gita-jayanti
7e732787-7201-40b1-9997-fc96c8d416ad,deepotsav,Deepotsav,Ayodhya,uttar pradesh,11,November,November (eve of Diwali),diwali,yes,db-description,Millions of diyas lit along Saryu river. Ram Leela performances. India's biggest Diwali event.,"Cinematic documentary-style video, 16:9, 6–8 seconds, authentic real-footage look, of the Deepotsav festival as celebrated in Ayodhya, Uttar Pradesh. Celebration: Millions of diyas lit along Saryu river. Ram Leela performances. India's biggest Diwali event.. Key visuals: rows of lit clay oil-diyas and lantern light, colourful rangoli, families lighting lamps, fireworks over rooftops at night. cool early-winter light; show real people, actual rituals, decorations and crowds with genuine festive energy; vibrant true-to-life colour, natural handheld motion, shallow depth of field. No on-screen text, subtitles, captions, logos or watermarks; no distorted or extra faces/limbs; documentary realism, not cartoonish or AI-looking.","on-screen text, subtitles, captions, watermarks, logos, brand names, distorted faces, extra limbs, cartoonish, CGI sheen, oversaturated, low quality",https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/ayodhya.jpg,https://www.nakshiq.com/en/festivals/deepotsav
0045eed5-df4b-4992-99fe-396428b76af8,jaipur-literature-festival,Jaipur Literature Festival,Jaipur,rajasthan,1,January,Late January (5 days),litfest,no,db-description,"The world's largest free literary festival. 500+ speakers, authors, poets at Diggi Palace.","Cinematic documentary-style video, 16:9, 6–8 seconds, authentic real-footage look, of the Jaipur Literature Festival as celebrated in Jaipur, Rajasthan. Celebration: The world's largest free literary festival. 500+ speakers, authors, poets at Diggi Palace.. Key visuals: open-air tented festival sessions, packed audiences, heritage venue, book stalls and conversation. crisp winter daylight; show real people, actual rituals, decorations and crowds with genuine festive energy; vibrant true-to-life colour, natural handheld motion, shallow depth of field. No on-screen text, subtitles, captions, logos or watermarks; no distorted or extra faces/limbs; documentary realism, not cartoonish or AI-looking.","on-screen text, subtitles, captions, watermarks, logos, brand names, distorted faces, extra limbs, cartoonish, CGI sheen, oversaturated, low quality",https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/jaipur.jpg,https://www.nakshiq.com/en/festivals/jaipur-literature-festival
768f060f-6af4-4fa7-87d2-aa4b900d0bc3,elephant-festival,Elephant Festival,Jaipur,rajasthan,3,March,March (on Holi),obscure,no,db-description,"Decorated elephants parade, play polo, and race through Jaipur. Holi celebrations follow.","Cinematic documentary-style video, 16:9, 6–8 seconds, authentic real-footage look, of the Elephant Festival as celebrated in Jaipur, Rajasthan. Celebration: Decorated elephants parade, play polo, and race through Jaipur. Holi celebrations follow.. warm spring light; show real people, actual rituals, decorations and crowds with genuine festive energy; vibrant true-to-life colour, natural handheld motion, shallow depth of field. No on-screen text, subtitles, captions, logos or watermarks; no distorted or extra faces/limbs; documentary realism, not cartoonish or AI-looking.","on-screen text, subtitles, captions, watermarks, logos, brand names, distorted faces, extra limbs, cartoonish, CGI sheen, oversaturated, low quality",https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/jaipur.jpg,https://www.nakshiq.com/en/festivals/elephant-festival
281feeeb-ea27-4cb0-b1b4-a74a6f2d5cfa,taj-mahotsav,Taj Mahotsav,Agra,uttar pradesh,2,February,February 18-27 (10 days),obscure,no,db-description,"Arts, crafts, music, and dance festival near the Taj Mahal. Artisans from across India showcase work.","Cinematic documentary-style video, 16:9, 6–8 seconds, authentic real-footage look, of the Taj Mahotsav as celebrated in Agra, Uttar Pradesh. Celebration: Arts, crafts, music, and dance festival near the Taj Mahal. Artisans from across India showcase work.. clear late-winter light; show real people, actual rituals, decorations and crowds with genuine festive energy; vibrant true-to-life colour, natural handheld motion, shallow depth of field. No on-screen text, subtitles, captions, logos or watermarks; no distorted or extra faces/limbs; documentary realism, not cartoonish or AI-looking.","on-screen text, subtitles, captions, watermarks, logos, brand names, distorted faces, extra limbs, cartoonish, CGI sheen, oversaturated, low quality",https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/agra.jpg,https://www.nakshiq.com/en/festivals/taj-mahotsav
e0709030-f959-45df-9296-df06ad0c7fb7,republic-day-parade,Republic Day Parade,Delhi,delhi,1,January,January 26,obscure,no,db-description,Military parade on Rajpath. Cultural tableaux from every state. Breathtaking flypast. The nation's grandest spectacle.,"Cinematic documentary-style video, 16:9, 6–8 seconds, authentic real-footage look, of the Republic Day Parade festival as celebrated in Delhi, Delhi. Celebration: Military parade on Rajpath. Cultural tableaux from every state. Breathtaking flypast. The nation's grandest spectacle.. crisp winter daylight; show real people, actual rituals, decorations and crowds with genuine festive energy; vibrant true-to-life colour, natural handheld motion, shallow depth of field. No on-screen text, subtitles, captions, logos or watermarks; no distorted or extra faces/limbs; documentary realism, not cartoonish or AI-looking.","on-screen text, subtitles, captions, watermarks, logos, brand names, distorted faces, extra limbs, cartoonish, CGI sheen, oversaturated, low quality",https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/delhi.jpg,https://www.nakshiq.com/en/festivals/republic-day-parade
93fcf5f0-f42a-404f-a2f2-a1f0054c9962,bikaner-camel-festival,Bikaner Camel Festival,Bikaner,rajasthan,1,January,January 13-14,camel-fair,no,db-description,"Two-day festival celebrating the ship of the desert with camel races, fur-cutting designs, camel milk contests, and folk performances in Junagarh Fort area.","Cinematic documentary-style video, 16:9, 6–8 seconds, authentic real-footage look, of the Bikaner Camel Festival as celebrated in Bikaner, Rajasthan. Celebration: Two-day festival celebrating the ship of the desert with camel races, fur-cutting designs, camel milk contests, and folk performances in Junagarh Fort area.. Key visuals: thousands of decorated camels and turbaned traders on the desert fairground, folk music, moustache and turban contests, hot-air balloons over the dunes. crisp winter daylight; show real people, actual rituals, decorations and crowds with genuine festive energy; vibrant true-to-life colour, natural handheld motion, shallow depth of field. No on-screen text, subtitles, captions, logos or watermarks; no distorted or extra faces/limbs; documentary realism, not cartoonish or AI-looking.","on-screen text, subtitles, captions, watermarks, logos, brand names, distorted faces, extra limbs, cartoonish, CGI sheen, oversaturated, low quality",https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/bikaner.jpg,https://www.nakshiq.com/en/festivals/bikaner-camel-festival
f137f30f-92e8-487e-8a63-3dd9a1c59ee5,gangaur-festival,Gangaur Festival,Bikaner,rajasthan,3,March,March-April (Chaitra Shukla Tritiya),folk-women,no,db-description,"Women worship Goddess Gauri (Parvati) for 18 days, carrying decorated clay idols in processions through the old city streets of Bikaner.","Cinematic documentary-style video, 16:9, 6–8 seconds, authentic real-footage look, of the Gangaur Festival as celebrated in Bikaner, Rajasthan. Celebration: Women worship Goddess Gauri (Parvati) for 18 days, carrying decorated clay idols in processions through the old city streets of Bikaner.. Key visuals: women in bright traditional dress at swings and fairs, folk songs and dance, seasonal decorations. warm spring light; show real people, actual rituals, decorations and crowds with genuine festive energy; vibrant true-to-life colour, natural handheld motion, shallow depth of field. No on-screen text, subtitles, captions, logos or watermarks; no distorted or extra faces/limbs; documentary realism, not cartoonish or AI-looking.","on-screen text, subtitles, captions, watermarks, logos, brand names, distorted faces, extra limbs, cartoonish, CGI sheen, oversaturated, low quality",https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/bikaner.jpg,https://www.nakshiq.com/en/festivals/gangaur-festival
04acbbcf-843a-4b0f-b0eb-edf416dc6f91,barmer-thar-festival,Barmer Thar Festival,Barmer,rajasthan,3,March,March (varies),obscure,no,db-description,"Desert cultural festival featuring folk music, Kalbelia and Ghoomar dances, turban-tying competitions, and camel polo on the sand dunes near Barmer.","Cinematic documentary-style video, 16:9, 6–8 seconds, authentic real-footage look, of the Barmer Thar Festival as celebrated in Barmer, Rajasthan. Celebration: Desert cultural festival featuring folk music, Kalbelia and Ghoomar dances, turban-tying competitions, and camel polo on the sand dunes near Barmer.. warm spring light; show real people, actual rituals, decorations and crowds with genuine festive energy; vibrant true-to-life colour, natural handheld motion, shallow depth of field. No on-screen text, subtitles, captions, logos or watermarks; no distorted or extra faces/limbs; documentary realism, not cartoonish or AI-looking.","on-screen text, subtitles, captions, watermarks, logos, brand names, distorted faces, extra limbs, cartoonish, CGI sheen, oversaturated, low quality",https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/barmer.jpg,https://www.nakshiq.com/en/festivals/barmer-thar-festival
c442785a-70e2-4588-9359-4710cf1a141c,mallinath-cattle-fair,Mallinath Cattle Fair,Barmer,rajasthan,3,March,March-April (Chaitra),obscure,no,db-description,"One of Rajasthan's largest cattle fairs held at Tilwara near Barmer over two weeks, with livestock trading, folk performances, and rural sports.","Cinematic documentary-style video, 16:9, 6–8 seconds, authentic real-footage look, of the Mallinath Cattle Fair as celebrated in Barmer, Rajasthan. Celebration: One of Rajasthan's largest cattle fairs held at Tilwara near Barmer over two weeks, with livestock trading, folk performances, and rural sports.. warm spring light; show real people, actual rituals, decorations and crowds with genuine festive energy; vibrant true-to-life colour, natural handheld motion, shallow depth of field. No on-screen text, subtitles, captions, logos or watermarks; no distorted or extra faces/limbs; documentary realism, not cartoonish or AI-looking.","on-screen text, subtitles, captions, watermarks, logos, brand names, distorted faces, extra limbs, cartoonish, CGI sheen, oversaturated, low quality",https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/barmer.jpg,https://www.nakshiq.com/en/festivals/mallinath-cattle-fair
